GO	GENE	CLASS
GO:0006897	NCU02978	BP
GO:0005515	NCU02978	MF
GO:0042802	NCU02978	MF
GO:0008092	NCU02978	MF
GO:0030674	NCU02978	MF
GO:0043130	NCU02978	MF
GO:0005515	NCU02978	MF
GO:0006897	NCU02978	BP
GO:0042802	NCU02978	MF
GO:0008092	NCU02978	MF
GO:0030674	NCU02978	MF
GO:0043130	NCU02978	MF
GO:0016763	NCU02998	MF
GO:0004514	NCU02998	MF
GO:0009435	NCU02998	BP
GO:0003824	NCU02998	MF
GO:0004514	NCU02998	MF
GO:0009435	NCU02998	BP
GO:0003824	NCU02998	MF
GO:0016763	NCU02998	MF
GO:0046872	NCU03013	MF
GO:0006801	NCU03013	BP
GO:0046872	NCU03048	MF
GO:0046872	NCU03048	MF
GO:0030041	NCU03050	BP
GO:0015629	NCU03050	CC
GO:0030833	NCU03050	BP
GO:0034314	NCU03050	BP
GO:0005885	NCU03050	CC
GO:0015629	NCU03050	CC
GO:0030833	NCU03050	BP
GO:0034314	NCU03050	BP
GO:0005885	NCU03050	CC
GO:0005524	NCU03060	MF
GO:0006891	NCU03063	BP
GO:1990071	NCU03063	CC
GO:0006891	NCU03063	BP
GO:1990071	NCU03063	CC
GO:0003677	NCU03070	MF
GO:0000981	NCU03070	MF
GO:0006355	NCU03070	BP
GO:0046540	NCU03085	CC
GO:0005688	NCU03085	CC
GO:0000398	NCU03085	BP
GO:0042025	NCU03110	CC
GO:0008270	NCU03110	MF
GO:0000981	NCU03110	MF
GO:0006355	NCU03110	BP
GO:0003677	NCU03110	MF
GO:0005634	NCU03110	CC
GO:0006351	NCU03110	BP
GO:0008270	NCU03110	MF
GO:0005515	NCU03116	MF
GO:0007165	NCU03116	BP
GO:0043087	NCU03116	BP
GO:0042025	NCU03120	CC
GO:0008270	NCU03120	MF
GO:0000981	NCU03120	MF
GO:0006355	NCU03120	BP
GO:0006914	NCU03122	BP
GO:0016151	NCU03127	MF
GO:0006807	NCU03127	BP
GO:0009039	NCU03127	MF
GO:0043419	NCU03127	BP
GO:0016151	NCU03127	MF
GO:0016151	NCU03127	MF
GO:0016810	NCU03127	MF
GO:0016787	NCU03127	MF
GO:0009039	NCU03127	MF
GO:0016151	NCU03127	MF
GO:0006807	NCU03127	BP
GO:0009039	NCU03127	MF
GO:0043419	NCU03127	BP
GO:0016151	NCU03127	MF
GO:0016810	NCU03127	MF
GO:0016787	NCU03127	MF
GO:0016151	NCU03127	MF
GO:0009039	NCU03127	MF
GO:0042025	NCU03142	CC
GO:0008270	NCU03142	MF
GO:0000981	NCU03142	MF
GO:0006355	NCU03142	BP
GO:0004000	NCU03149	MF
GO:0006396	NCU03149	BP
GO:0003723	NCU03149	MF
GO:0008251	NCU03149	MF
GO:0002100	NCU03149	BP
GO:0016773	NCU03176	MF
GO:0016773	NCU03176	MF
GO:0016773	NCU03176	MF
GO:0004672	NCU03197	MF
GO:0006468	NCU03197	BP
GO:0005524	NCU03197	MF
GO:0004674	NCU03197	MF
GO:0006468	NCU03197	BP
GO:0005524	NCU03197	MF
GO:0004672	NCU03197	MF
GO:0006468	NCU03197	BP
GO:0004672	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0005524	NCU03200	MF
GO:0004674	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0005524	NCU03200	MF
GO:0004672	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0005524	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0004674	NCU03200	MF
GO:0005524	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0004674	NCU03200	MF
GO:0005524	NCU03200	MF
GO:0004672	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0005524	NCU03200	MF
GO:0004674	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0005524	NCU03200	MF
GO:0005524	NCU03200	MF
GO:0004672	NCU03200	MF
GO:0006468	NCU03200	BP
GO:0004252	NCU03219	MF
GO:0006508	NCU03219	BP
GO:0006508	NCU03219	BP
GO:0008236	NCU03219	MF
GO:0008654	NCU03223	BP
GO:0016020	NCU03223	CC
GO:0016780	NCU03223	MF
GO:0008654	NCU03223	BP
GO:0016020	NCU03223	CC
GO:0016780	NCU03223	MF
GO:0016021	NCU03238	CC
GO:0089701	NCU03261	CC
GO:0003723	NCU03261	MF
GO:0000398	NCU03261	BP
GO:0046872	NCU03261	MF
GO:0003676	NCU03261	MF
GO:0008270	NCU03265	MF
GO:0008270	NCU03265	MF
GO:0003677	NCU03274	MF
GO:0005375	NCU03281	MF
GO:0016021	NCU03281	CC
GO:0035434	NCU03281	BP
GO:0005375	NCU03281	MF
GO:0016021	NCU03281	CC
GO:0035434	NCU03281	BP
GO:0003824	NCU03283	MF
GO:0006397	NCU03285	BP
GO:0006397	NCU03285	BP
GO:0008236	NCU03290	MF
GO:0006508	NCU03290	BP
GO:0008236	NCU03290	MF
GO:0006508	NCU03290	BP
GO:0020037	NCU03297	MF
GO:0004601	NCU03297	MF
GO:0006979	NCU03297	BP
GO:0055114	NCU03297	BP
GO:0055114	NCU03297	BP
GO:0004601	NCU03297	MF
GO:0004601	NCU03297	MF
GO:0020037	NCU03297	MF
GO:0006979	NCU03297	BP
GO:0055114	NCU03297	BP
GO:0005975	NCU07347	BP
GO:0004553	NCU07347	MF
GO:0005975	NCU07347	BP
GO:0004553	NCU07347	MF
GO:0019825	NCU07352	MF
GO:0020037	NCU07352	MF
GO:0006397	NCU07382	BP
GO:0006397	NCU07382	BP
GO:0042254	NCU07408	BP
GO:0003824	NCU07413	MF
GO:0003824	NCU07413	MF
GO:0008270	NCU07413	MF
GO:0016787	NCU07413	MF
GO:0003824	NCU07413	MF
GO:0005515	NCU07425	MF
GO:1902600	NCU07446	BP
GO:0033178	NCU07446	CC
GO:0046961	NCU07446	MF
GO:1902600	NCU07446	BP
GO:0033178	NCU07446	CC
GO:0046961	NCU07446	MF
GO:0016787	NCU07489	MF
GO:0004724	NCU07489	MF
GO:0003824	NCU07506	MF
GO:0003824	NCU07506	MF
GO:0042025	NCU08049	CC
GO:0008270	NCU08049	MF
GO:0000981	NCU08049	MF
GO:0006355	NCU08049	BP
GO:0005525	NCU08340	MF
GO:0005524	NCU08346	MF
GO:0004672	NCU08346	MF
GO:0006468	NCU08346	BP
GO:0004672	NCU08346	MF
GO:0006468	NCU08346	BP
GO:0005524	NCU08346	MF
GO:0004672	NCU08346	MF
GO:0006468	NCU08346	BP
GO:0005524	NCU08346	MF
GO:0005524	NCU08346	MF
GO:0004672	NCU08346	MF
GO:0006468	NCU08346	BP
GO:0007165	NCU08377	BP
GO:0005515	NCU08377	MF
GO:0035556	NCU08377	BP
GO:0009190	NCU08377	BP
GO:0003824	NCU08377	MF
GO:0006171	NCU08377	BP
GO:0004016	NCU08377	MF
GO:0000287	NCU08377	MF
GO:0003824	NCU08377	MF
GO:0005515	NCU08377	MF
GO:0006171	NCU08377	BP
GO:0004016	NCU08377	MF
GO:0000287	NCU08377	MF
GO:0035556	NCU08377	BP
GO:0009190	NCU08377	BP
GO:0007165	NCU08377	BP
GO:0016579	NCU08378	BP
GO:0036459	NCU08378	MF
GO:0006511	NCU08378	BP
GO:0036459	NCU08378	MF
GO:0016579	NCU08378	BP
GO:0036459	NCU08378	MF
GO:0006511	NCU08378	BP
GO:0036459	NCU08378	MF
GO:0016791	NCU08380	MF
GO:0016791	NCU08380	MF
GO:0005840	NCU08389	CC
GO:0003735	NCU08389	MF
GO:0006412	NCU08389	BP
GO:0005840	NCU08389	CC
GO:0003735	NCU08389	MF
GO:0006412	NCU08389	BP
GO:0005515	NCU08606	MF
GO:0005840	NCU08627	CC
GO:0003735	NCU08627	MF
GO:0006412	NCU08627	BP
GO:0005634	NCU08637	CC
GO:0006302	NCU08637	BP
GO:0005515	NCU08642	MF
GO:0022857	NCU09069	MF
GO:0055085	NCU09069	BP
GO:0022857	NCU09069	MF
GO:0055085	NCU09069	BP
GO:0016491	NCU09079	MF
GO:0055114	NCU09079	BP
GO:0055114	NCU09079	BP
GO:0016491	NCU09079	MF
GO:0055114	NCU09079	BP
GO:0055114	NCU09079	BP
GO:0055114	NCU09079	BP
GO:0016491	NCU09079	MF
GO:0055114	NCU09079	BP
GO:0005840	NCU09089	CC
GO:0003735	NCU09089	MF
GO:0006412	NCU09089	BP
GO:0030170	NCU09116	MF
GO:0009058	NCU09116	BP
GO:0003824	NCU09116	MF
GO:0003677	NCU09118	MF
GO:0003677	NCU09118	MF
GO:0003917	NCU09118	MF
GO:0005694	NCU09118	CC
GO:0006265	NCU09118	BP
GO:0003677	NCU09118	MF
GO:0006265	NCU09118	BP
GO:0003917	NCU09118	MF
GO:0003677	NCU09118	MF
GO:0003917	NCU09118	MF
GO:0006265	NCU09118	BP
GO:0006265	NCU09118	BP
GO:0003917	NCU09118	MF
GO:0006265	NCU09118	BP
GO:0003917	NCU09118	MF
GO:0003677	NCU09118	MF
GO:0006265	NCU09118	BP
GO:0003917	NCU09118	MF
GO:0003677	NCU09118	MF
GO:0003917	NCU09118	MF
GO:0005694	NCU09118	CC
GO:0006265	NCU09118	BP
GO:0003677	NCU09118	MF
GO:0003677	NCU09118	MF
GO:0003917	NCU09118	MF
GO:0006265	NCU09118	BP
GO:0004672	NCU09123	MF
GO:0006468	NCU09123	BP
GO:0005524	NCU09123	MF
GO:0005524	NCU09123	MF
GO:0004672	NCU09123	MF
GO:0006468	NCU09123	BP
GO:0006629	NCU09135	BP
GO:0008081	NCU09135	MF
GO:0016491	NCU09199	MF
GO:0004672	NCU09202	MF
GO:0006468	NCU09202	BP
GO:0005524	NCU09202	MF
GO:0004672	NCU09202	MF
GO:0006468	NCU09202	BP
GO:0005524	NCU09202	MF
GO:0005524	NCU09202	MF
GO:0004672	NCU09202	MF
GO:0006468	NCU09202	BP
GO:0004672	NCU09202	MF
GO:0006468	NCU09202	BP
GO:0005524	NCU09202	MF
GO:0004672	NCU09212	MF
GO:0006468	NCU09212	BP
GO:0005524	NCU09212	MF
GO:0004672	NCU09212	MF
GO:0006468	NCU09212	BP
GO:0004672	NCU09212	MF
GO:0006468	NCU09212	BP
GO:0004672	NCU09212	MF
GO:0006468	NCU09212	BP
GO:0005524	NCU09212	MF
GO:0001510	NCU09218	BP
GO:0009452	NCU09218	BP
GO:0008168	NCU09218	MF
GO:0017022	NCU09240	MF
GO:0017022	NCU09240	MF
GO:0046982	NCU09248	MF
GO:0005634	NCU09248	CC
GO:0043565	NCU09248	MF
GO:0006355	NCU09248	BP
GO:0046982	NCU09248	MF
GO:0005634	NCU09248	CC
GO:0043565	NCU09248	MF
GO:0006355	NCU09248	BP
GO:0005525	NCU09269	MF
GO:0003924	NCU09269	MF
GO:0003924	NCU09269	MF
GO:0005525	NCU09269	MF
GO:0006913	NCU09269	BP
GO:0005525	NCU09269	MF
GO:0005515	NCU09322	MF
GO:0016758	NCU09324	MF
GO:0004100	NCU09324	MF
GO:0016021	NCU09368	CC
GO:0006812	NCU09368	BP
GO:0055085	NCU09368	BP
GO:0008324	NCU09368	MF
GO:0016021	NCU09368	CC
GO:0006812	NCU09368	BP
GO:0055085	NCU09368	BP
GO:0008324	NCU09368	MF
GO:0019888	NCU09377	MF
GO:0000159	NCU09377	CC
GO:0005515	NCU09377	MF
GO:0019888	NCU09377	MF
GO:0000159	NCU09377	CC
GO:0005515	NCU09377	MF
GO:0005515	NCU09813	MF
GO:0055114	NCU09885	BP
GO:0016627	NCU09885	MF
GO:0055114	NCU09885	BP
GO:0050660	NCU09885	MF
GO:0016627	NCU09885	MF
GO:0003677	NCU09974	MF
GO:0005634	NCU09974	CC
GO:0006351	NCU09974	BP
GO:0008270	NCU09974	MF
GO:0003677	NCU09974	MF
GO:0005634	NCU09974	CC
GO:0006351	NCU09974	BP
GO:0008270	NCU09974	MF
GO:0042025	NCU09974	CC
GO:0008270	NCU09974	MF
GO:0000981	NCU09974	MF
GO:0006355	NCU09974	BP
GO:0016021	NCU09975	CC
GO:0005524	NCU09975	MF
GO:0016887	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016021	NCU09975	CC
GO:0055085	NCU09975	BP
GO:0042626	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016021	NCU09975	CC
GO:0005524	NCU09975	MF
GO:0016887	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016021	NCU09975	CC
GO:0055085	NCU09975	BP
GO:0042626	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016021	NCU09975	CC
GO:0055085	NCU09975	BP
GO:0042626	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016887	NCU09975	MF
GO:0005524	NCU09975	MF
GO:0016021	NCU09975	CC
GO:0005524	NCU09975	MF
GO:0004474	NCU10007	MF
GO:0006097	NCU10007	BP
GO:0003824	NCU10007	MF
GO:0003824	NCU10030	MF
GO:0000015	NCU10042	CC
GO:0006096	NCU10042	BP
GO:0004634	NCU10042	MF
GO:0000287	NCU10042	MF
GO:0004672	NCU10043	MF
GO:0006468	NCU10043	BP
GO:0004672	NCU10043	MF
GO:0006468	NCU10043	BP
GO:0005524	NCU10043	MF
GO:0007094	NCU10043	BP
GO:0004672	NCU10043	MF
GO:0006468	NCU10043	BP
GO:0005524	NCU10043	MF
GO:0007094	NCU10043	BP
GO:0004672	NCU10043	MF
GO:0006468	NCU10043	BP
GO:0007165	NCU10647	BP
GO:0007165	NCU10647	BP
GO:0005975	NCU10852	BP
GO:0004553	NCU10852	MF
GO:0005975	NCU10852	BP
GO:0004563	NCU10852	MF
GO:0005975	NCU10852	BP
GO:0004553	NCU10852	MF
GO:0005975	NCU10852	BP
GO:0004563	NCU10852	MF
GO:0004672	NCU11235	MF
GO:0006468	NCU11235	BP
GO:0005524	NCU11235	MF
GO:0004672	NCU11235	MF
GO:0006468	NCU11235	BP
GO:0005524	NCU11235	MF
GO:0005515	NCU11251	MF
GO:0005515	NCU11251	MF
GO:0035091	NCU11324	MF
GO:0008061	NCU16303	MF
GO:0016491	NCU16336	MF
GO:0003857	NCU16336	MF
GO:0006631	NCU16336	BP
GO:0055114	NCU16336	BP
GO:0016491	NCU16336	MF
GO:0055114	NCU16336	BP
GO:0055114	NCU16336	BP
GO:0006886	NCU16337	BP
GO:0008536	NCU16337	MF
GO:0022857	NCU16370	MF
GO:0022857	NCU16370	MF
GO:0055085	NCU16370	BP
GO:0003998	NCU16374	MF
GO:0003676	NCU16377	MF
GO:0000175	NCU16377	MF
GO:0004518	NCU16387	MF
GO:0016491	NCU16396	MF
GO:0055114	NCU16396	BP
GO:0016491	NCU16396	MF
GO:0055114	NCU16396	BP
GO:0004729	NCU16396	MF
GO:0055114	NCU16396	BP
GO:0006779	NCU16396	BP
GO:1900364	NCU16397	BP
GO:0008143	NCU16397	MF
GO:0043488	NCU16397	BP
GO:0016021	NCU16398	CC
GO:0005524	NCU16398	MF
GO:0007017	NCU16400	BP
GO:0005869	NCU16400	CC
GO:0016846	NCU16402	MF
GO:0016846	NCU16402	MF
GO:0005515	NCU16418	MF
GO:0006487	NCU16422	BP
GO:0034998	NCU16422	CC
GO:0042025	NCU16423	CC
GO:0000077	NCU16423	BP
GO:0016491	NCU16442	MF
GO:0055114	NCU16442	BP
GO:0031418	NCU16442	MF
GO:0055114	NCU16442	BP
GO:0005506	NCU16442	MF
GO:0016705	NCU16442	MF
GO:0003677	NCU16448	MF
GO:0008270	NCU16448	MF
GO:0008270	NCU16448	MF
GO:0003677	NCU16448	MF
GO:0016491	NCU16454	MF
GO:0005515	NCU16457	MF
GO:0003676	NCU16466	MF
GO:0042025	NCU16491	CC
GO:0008270	NCU16491	MF
GO:0000981	NCU16491	MF
GO:0006355	NCU16491	BP
GO:0003677	NCU16491	MF
GO:0005634	NCU16491	CC
GO:0006351	NCU16491	BP
GO:0008270	NCU16491	MF
GO:0016787	NCU16496	MF
GO:0002098	NCU01486	BP
GO:0033588	NCU01486	CC
GO:0000160	NCU01489	BP
GO:0000160	NCU01489	BP
GO:0050262	NCU01500	MF
GO:0034356	NCU01500	BP
GO:0050262	NCU01500	MF
GO:0034356	NCU01500	BP
GO:0006338	NCU01534	BP
GO:0031011	NCU01534	CC
GO:0031011	NCU01534	CC
GO:0006338	NCU01534	BP
GO:0031011	NCU01534	CC
GO:0031011	NCU01534	CC
GO:0005840	NCU01552	CC
GO:0006412	NCU01552	BP
GO:0003735	NCU01552	MF
GO:0006412	NCU01552	BP
GO:0003735	NCU01552	MF
GO:0015935	NCU01552	CC
GO:0016592	NCU01563	CC
GO:0016538	NCU01563	MF
GO:0016538	NCU01563	MF
GO:0042025	NCU01563	CC
GO:0006357	NCU01563	BP
GO:0005096	NCU01584	MF
GO:0005816	NCU01584	CC
GO:0001100	NCU01584	BP
GO:1990334	NCU01584	CC
GO:0003779	NCU01587	MF
GO:0015629	NCU01587	CC
GO:0030042	NCU01587	BP
GO:0018216	NCU01613	BP
GO:0016274	NCU01613	MF
GO:0035246	NCU01613	BP
GO:0006479	NCU01613	BP
GO:0008168	NCU01613	MF
GO:0018216	NCU01613	BP
GO:0016274	NCU01613	MF
GO:0035246	NCU01613	BP
GO:0006479	NCU01613	BP
GO:0008168	NCU01613	MF
GO:0005515	NCU01658	MF
GO:0035556	NCU01659	BP
GO:0035556	NCU01659	BP
GO:0003723	NCU01665	MF
GO:0003676	NCU01665	MF
GO:0003723	NCU01665	MF
GO:0005634	NCU01665	CC
GO:0016491	NCU01678	MF
GO:0055114	NCU01678	BP
GO:0016491	NCU01678	MF
GO:0055114	NCU01678	BP
GO:0016491	NCU01678	MF
GO:0055114	NCU01678	BP
GO:0005975	NCU01701	BP
GO:0016773	NCU01701	MF
GO:0016773	NCU01701	MF
GO:0005975	NCU01701	BP
GO:0005975	NCU01701	BP
GO:0016773	NCU01701	MF
GO:0016773	NCU01701	MF
GO:0005975	NCU01701	BP
GO:0005515	NCU01722	MF
GO:0005515	NCU01722	MF
GO:0006003	NCU01728	BP
GO:0003824	NCU01728	MF
GO:0005524	NCU01728	MF
GO:0003824	NCU01728	MF
GO:0003873	NCU01728	MF
GO:0006000	NCU01728	BP
GO:0005524	NCU01728	MF
GO:0006003	NCU01728	BP
GO:0003824	NCU01728	MF
GO:0005524	NCU01728	MF
GO:0003873	NCU01728	MF
GO:0006000	NCU01728	BP
GO:0005524	NCU01728	MF
GO:0003824	NCU01728	MF
GO:0006811	NCU01735	BP
GO:0005216	NCU01735	MF
GO:0016020	NCU01735	CC
GO:0016491	NCU01744	MF
GO:0055114	NCU01744	BP
GO:0015930	NCU01744	MF
GO:0006807	NCU01744	BP
GO:0055114	NCU01744	BP
GO:0003824	NCU01744	MF
GO:0015930	NCU01744	MF
GO:0006537	NCU01744	BP
GO:0055114	NCU01744	BP
GO:0016638	NCU01744	MF
GO:0051536	NCU01744	MF
GO:0006537	NCU01744	BP
GO:0055114	NCU01744	BP
GO:0016639	NCU01744	MF
GO:0016040	NCU01744	MF
GO:0006537	NCU01744	BP
GO:0050660	NCU01744	MF
GO:0005506	NCU01744	MF
GO:0010181	NCU01744	MF
GO:0016491	NCU01754	MF
GO:0055114	NCU01754	BP
GO:0016491	NCU01754	MF
GO:0008270	NCU01754	MF
GO:0055114	NCU01754	BP
GO:0055114	NCU01754	BP
GO:0016491	NCU01754	MF
GO:0016491	NCU01754	MF
GO:0008270	NCU01754	MF
GO:0055114	NCU01754	BP
GO:0006396	NCU01762	BP
GO:0004525	NCU01762	MF
GO:0003723	NCU01784	MF
GO:0009982	NCU01784	MF
GO:0001522	NCU01784	BP
GO:0003723	NCU01784	MF
GO:0009982	NCU01784	MF
GO:0009451	NCU01784	BP
GO:0003723	NCU01784	MF
GO:0001522	NCU01784	BP
GO:0009982	NCU01784	MF
GO:0009451	NCU01784	BP
GO:0005515	NCU01789	MF
GO:0003712	NCU01789	MF
GO:0008134	NCU01789	MF
GO:0005515	NCU01833	MF
GO:0000155	NCU01833	MF
GO:0007165	NCU01833	BP
GO:0000160	NCU01833	BP
GO:0007165	NCU01833	BP
GO:0000155	NCU01833	MF
GO:0016772	NCU01833	MF
GO:0016310	NCU01833	BP
GO:0006807	NCU01838	BP
GO:0004386	NCU03337	MF
GO:0006310	NCU03337	BP
GO:0003676	NCU03337	MF
GO:0005524	NCU03337	MF
GO:0004386	NCU03337	MF
GO:0006310	NCU03337	BP
GO:0003676	NCU03337	MF
GO:0005524	NCU03337	MF
GO:0003676	NCU03338	MF
GO:0003676	NCU03338	MF
GO:0016491	NCU03339	MF
GO:0055114	NCU03339	BP
GO:0055114	NCU03339	BP
GO:0045454	NCU03339	BP
GO:0016491	NCU03339	MF
GO:0055114	NCU03339	BP
GO:0050660	NCU03339	MF
GO:0006749	NCU03339	BP
GO:0004362	NCU03339	MF
GO:0050661	NCU03339	MF
GO:0055114	NCU03339	BP
GO:0050660	NCU03339	MF
GO:0016491	NCU03339	MF
GO:0055114	NCU03339	BP
GO:0016668	NCU03339	MF
GO:0005525	NCU03346	MF
GO:0003924	NCU03346	MF
GO:0016567	NCU03357	BP
GO:0000151	NCU03357	CC
GO:0034450	NCU03357	MF
GO:0006511	NCU03357	BP
GO:0016567	NCU03357	BP
GO:0004842	NCU03357	MF
GO:0016567	NCU03357	BP
GO:0004842	NCU03357	MF
GO:0016567	NCU03357	BP
GO:0000151	NCU03357	CC
GO:0034450	NCU03357	MF
GO:0006511	NCU03357	BP
GO:0007264	NCU03379	BP
GO:0005085	NCU03379	MF
GO:0006464	NCU03397	BP
GO:0005515	NCU03397	MF
GO:0006511	NCU03406	BP
GO:0006511	NCU03406	BP
GO:0005525	NCU03407	MF
GO:0003924	NCU03407	MF
GO:0005525	NCU03407	MF
GO:0007264	NCU03407	BP
GO:0005525	NCU03407	MF
GO:0005525	NCU03407	MF
GO:0003924	NCU03407	MF
GO:0007264	NCU03407	BP
GO:0005525	NCU03407	MF
GO:0005525	NCU03407	MF
GO:0016021	NCU03471	CC
GO:0016020	NCU03471	CC
GO:0046872	NCU03486	MF
GO:0042025	NCU03489	CC
GO:0008270	NCU03489	MF
GO:0000981	NCU03489	MF
GO:0006355	NCU03489	BP
GO:0003677	NCU03489	MF
GO:0005634	NCU03489	CC
GO:0006351	NCU03489	BP
GO:0008270	NCU03489	MF
GO:0019948	NCU03526	MF
GO:0016925	NCU03526	BP
GO:0008641	NCU03526	MF
GO:0019948	NCU03526	MF
GO:0016925	NCU03526	BP
GO:0008641	NCU03526	MF
GO:0005515	NCU03545	MF
GO:0005515	NCU03545	MF
GO:0016491	NCU03566	MF
GO:0003676	NCU05343	MF
GO:0003676	NCU05343	MF
GO:0003677	NCU05347	MF
GO:0000786	NCU05347	CC
GO:0003677	NCU05347	MF
GO:0046982	NCU05347	MF
GO:0005515	NCU05375	MF
GO:0032259	NCU05392	BP
GO:0008168	NCU05392	MF
GO:0005515	NCU05392	MF
GO:0005515	NCU05392	MF
GO:0032259	NCU05392	BP
GO:0008168	NCU05392	MF
GO:0005515	NCU05393	MF
GO:0009249	NCU05421	BP
GO:0006464	NCU05421	BP
GO:0051082	NCU05427	MF
GO:0006457	NCU05427	BP
GO:0005524	NCU05427	MF
GO:0005524	NCU05427	MF
GO:0005524	NCU05427	MF
GO:0051082	NCU05427	MF
GO:0006457	NCU05427	BP
GO:0005524	NCU05427	MF
GO:0005975	NCU05429	BP
GO:0003824	NCU05429	MF
GO:0005978	NCU05429	BP
GO:0003844	NCU05429	MF
GO:0005975	NCU05429	BP
GO:0004553	NCU05429	MF
GO:0043169	NCU05429	MF
GO:0005975	NCU05429	BP
GO:0003824	NCU05429	MF
GO:0004842	NCU06756	MF
GO:0004842	NCU06756	MF
GO:0046872	NCU06812	MF
GO:0003777	NCU06832	MF
GO:0008017	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0005524	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0003777	NCU06832	MF
GO:0005524	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0003777	NCU06832	MF
GO:0003777	NCU06832	MF
GO:0008017	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0005524	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0003777	NCU06832	MF
GO:0007018	NCU06832	BP
GO:0003777	NCU06832	MF
GO:0005524	NCU06832	MF
GO:0016021	NCU06839	CC
GO:0006890	NCU06839	BP
GO:0005515	NCU06842	MF
GO:0030170	NCU08411	MF
GO:0009058	NCU08411	BP
GO:0003824	NCU08411	MF
GO:0030170	NCU08411	MF
GO:0003824	NCU08411	MF
GO:0009058	NCU08411	BP
GO:0008483	NCU08411	MF
GO:0006520	NCU08411	BP
GO:0008483	NCU08411	MF
GO:0006520	NCU08411	BP
GO:0003824	NCU08411	MF
GO:0030170	NCU08411	MF
GO:0009058	NCU08411	BP
GO:0030170	NCU08411	MF
GO:0003824	NCU08411	MF
GO:0009058	NCU08411	BP
GO:0016575	NCU08417	BP
GO:0061630	NCU08417	MF
GO:0016567	NCU08417	BP
GO:0006397	NCU08417	BP
GO:0006508	NCU08418	BP
GO:0004252	NCU08418	MF
GO:0006508	NCU08418	BP
GO:0008236	NCU08418	MF
GO:0005515	NCU08423	MF
GO:0005840	NCU08500	CC
GO:0003735	NCU08500	MF
GO:0006412	NCU08500	BP
GO:0005840	NCU08502	CC
GO:0003735	NCU08502	MF
GO:0006412	NCU08502	BP
GO:0005840	NCU08502	CC
GO:0006412	NCU08502	BP
GO:0003735	NCU08502	MF
GO:0005840	NCU08502	CC
GO:0003735	NCU08502	MF
GO:0006412	NCU08502	BP
GO:0005840	NCU08502	CC
GO:0006412	NCU08502	BP
GO:0003735	NCU08502	MF
GO:0005680	NCU08731	CC
GO:0031145	NCU08731	BP
GO:0009228	NCU09345	BP
GO:0022857	NCU09477	MF
GO:0055085	NCU09477	BP
GO:0005743	NCU09477	CC
GO:0005347	NCU09477	MF
GO:0055085	NCU09477	BP
GO:0005347	NCU09477	MF
GO:0055085	NCU09477	BP
GO:0022857	NCU09477	MF
GO:0055085	NCU09477	BP
GO:0005743	NCU09477	CC
GO:0005515	NCU09492	MF
GO:0007264	NCU09492	BP
GO:0005085	NCU09492	MF
GO:0005515	NCU09758	MF
GO:0007264	NCU09758	BP
GO:0005085	NCU09758	MF
GO:0005515	NCU09760	MF
GO:0005515	NCU09760	MF
GO:0003677	NCU10376	MF
GO:0006260	NCU10376	BP
GO:0005664	NCU10376	CC
GO:0006281	NCU11088	BP
GO:0003824	NCU11088	MF
GO:0005515	NCU16498	MF
GO:0005515	NCU16498	MF
GO:0006629	NCU16525	BP
GO:0016627	NCU16525	MF
GO:0003865	NCU16525	MF
GO:0008202	NCU16525	BP
GO:0016020	NCU16525	CC
GO:0055114	NCU16525	BP
GO:0022857	NCU16534	MF
GO:0055085	NCU16534	BP
GO:0005525	NCU16559	MF
GO:0003924	NCU16559	MF
GO:0003723	NCU16560	MF
GO:0003723	NCU16560	MF
GO:0008318	NCU16572	MF
GO:0018342	NCU16572	BP
GO:0016491	NCU16596	MF
GO:0042025	NCU16599	CC
GO:0008270	NCU16599	MF
GO:0000981	NCU16599	MF
GO:0006355	NCU16599	BP
GO:0005515	NCU00006	MF
GO:0005515	NCU00006	MF
GO:0005524	NCU00018	MF
GO:0016787	NCU00018	MF
GO:0055114	NCU00028	BP
GO:0016491	NCU00028	MF
GO:0008270	NCU00028	MF
GO:0055114	NCU00028	BP
GO:0016491	NCU00028	MF
GO:0008270	NCU00028	MF
GO:0055114	NCU00028	BP
GO:0055114	NCU00028	BP
GO:0016021	NCU00034	CC
GO:0004671	NCU00034	MF
GO:0006481	NCU00034	BP
GO:0005783	NCU00034	CC
GO:0004671	NCU00034	MF
GO:0006481	NCU00034	BP
GO:0016021	NCU00034	CC
GO:0004671	NCU00034	MF
GO:0006481	NCU00034	BP
GO:0005783	NCU00034	CC
